fen,move,score
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a7a6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b5a4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g8f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e1g1,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f8e7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e5d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f3d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b7b5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a4b3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c6d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d1d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c8b7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f1e1,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d7d6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g8f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c1g5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f6e4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g5h4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g7g5,-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f2f3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h4g5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d8b6,-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d7d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c7c6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c4d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c6d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1c3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g8f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c1g5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c8f5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b8d7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f1d3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f5d3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d1d3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a7a6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1e2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h7h6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g5f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d8f6,-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c7c6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d7d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4e5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c8f5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e7e6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f1e2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c6c5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e1g1,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b8c6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d5c4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2c4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c5d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f3d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f8c5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4f5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e6f5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e7e5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d1h5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b8c6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f1c4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g8f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h5f7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e8f7,-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c4f7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f7e7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e7e5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b8c6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d7d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1d2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f8e7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f1e2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g8f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e1g1,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e8g8,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a2a4,-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a7a5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e7e5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f1c4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b8c6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d1h5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g8f6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h5f7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e8f7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c4f7,-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f7e7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1c3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c6d4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c3d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f6d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4d5,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d8e8,1
rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1,d7d5,1
rnbqkbnr/ppp1pppp/8/3p4/2P5/1P6/P2PPPPP/RNBQKBNR b KQkq - 0 2,d5c4,1
rnbqkbnr/ppp1pppp/8/8/2p5/1P2P3/P2P1PPP/RNBQKBNR b KQkq - 0 3,b8c6,1
r1bqkbnr/ppp1pppp/2n5/8/2B5/1P2P3/P2P1PPP/RNBQK1NR b KQkq - 0 4,g8f6,1
r1bqkb1r/ppp1pppp/2n2n2/8/2B5/1P2PQ2/P2P1PPP/RNB1K1NR b KQkq - 2 5,c8g4,1
r2qkb1r/ppp1pppp/2n2n2/8/2B3b1/1P2P1Q1/P2P1PPP/RNB1K1NR b KQkq - 4 6,g4f3,-1
r2qkb1r/ppp1pppp/2n2n2/8/2B5/1P2PNQ1/P2P1PPP/RNB1K2R b KQkq - 0 7,c6e5,-1
r2qkb1r/ppp1pppp/5n2/4N3/2B5/1P2P1Q1/P2P1PPP/RNB1K2R b KQkq - 0 8,e7e6,1
r2qkb1r/ppp2ppp/4pn2/4N3/2B5/1P2PQ2/P2P1PPP/RNB1K2R b KQkq - 1 9,f8e7,-1
r2qk2r/pQp1bppp/4pn2/4N3/2B5/1P2P3/P2P1PPP/RNB1K2R b KQkq - 0 10,e8g8,1
r2q1rk1/pQp1bppp/4pn2/4N3/2B5/1P2P3/PB1P1PPP/RN2K2R b KQ - 2 11,a8b8,1
1r1q1rk1/Q1p1bppp/4pn2/4N3/2B5/1P2P3/PB1P1PPP/RN2K2R b KQ - 0 12,f6e4,1
1r1q1rk1/Q1p1bppp/4p3/4N3/2B1n3/1P2P3/PB1P1PPP/RN3RK1 b - - 2 13,f7f6,1
1r1q1rk1/Q1p1b1pp/4Bp2/4N3/4n3/1P2P3/PB1P1PPP/RN3RK1 b - - 0 14,g8h8,1
1r1q1r1k/Q1p1b1pp/4Bp2/8/4n1N1/1P2P3/PB1P1PPP/RN3RK1 b - - 2 15,h7h6,1
1r1q1r1k/2p1b1p1/4Bp1p/8/Q3n1N1/1P2P3/PB1P1PPP/RN3RK1 b - - 1 16,h6h5,1
1r1q1r1k/2p1b1p1/4Bp2/7p/4Q1N1/1P2P3/PB1P1PPP/RN3RK1 b - - 0 17,h5g4,1
1r1q1r1k/2p1b1p1/4Bp2/8/6Q1/1P2P3/PB1P1PPP/RN3RK1 b - - 0 18,f6f5,-1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5,1
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,g8f6,1
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,e7e6,1
rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 4,e6d5,1
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/1P2P3/P4PPP/RNBQKBNR b KQkq - 0 5,f8e7,1
rnbqk2r/ppp1bppp/5n2/3p4/3P4/1P2PN2/P4PPP/RNBQKB1R b KQkq - 2 6,e8g8,1
rnbq1rk1/ppp1bppp/5n2/3p4/3P4/1P2PN2/P3BPPP/RNBQK2R b KQ - 4 7,b8c6,1
r1bq1rk1/ppp1bppp/2n2n2/3p4/3P4/1P2PN2/P3BPPP/RNBQ1RK1 b - - 6 8,c8g4,1
r2q1rk1/ppp1bppp/2n2n2/3p4/3P2bN/1P2P3/P3BPPP/RNBQ1RK1 b - - 8 9,g4e2,1
r2q1rk1/ppp1bppp/2n2n2/3p4/3P3N/1P2P3/P3QPPP/RNB2RK1 b - - 0 10,c6d4,-1
r2q1rk1/ppp1bppp/5n2/3p4/3P3N/1P6/P3QPPP/RNB2RK1 b - - 0 11,f6h5,-1
r2q1rk1/ppp1bppp/8/3p3Q/3P3N/1P6/P4PPP/RNB2RK1 b - - 0 12,b7b5,-1
r2q1rk1/p1p1bppp/8/1p1p1N1Q/3P4/1P6/P4PPP/RNB2RK1 b - - 1 13,e7f6,1
r2q1rk1/p1p2ppp/5b1N/1p1p3Q/3P4/1P6/P4PPP/RNB2RK1 b - - 3 14,g7h6,1
r2q1rk1/p1p2p1p/5b1B/1p1p3Q/3P4/1P6/P4PPP/RN3RK1 b - - 0 15,g8h8,-1
r2q1r1k/p1p2p1p/5b1B/1p1p4/3P2Q1/1P6/P4PPP/RN3RK1 b - - 2 16,d8e7,-1
r4r1k/p1p1qp1p/5b1B/1p1p4/3P1PQ1/1P6/P5PP/RN3RK1 b - - 0 17,a8d8,-1
3r1r1k/p1p1qp1p/5b1B/1p1p4/3P1PQ1/1PN5/P5PP/R4RK1 b - - 2 18,f6e5,-1
3r1r1k/p1p1qp1p/7B/1p1pP3/3P2Q1/1PN5/P5PP/R4RK1 b - - 0 19,b5b4,-1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,1
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,b8c6,-1
r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3,g8f6,-1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,1
rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,b8c6,-1
r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3,g8f6,-1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,1
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,1
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,g8f6,1
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/1QP2N2/PP1P1PPP/RNB1KB1R b KQkq - 2 4,d7d5,1
r1bqkb1r/ppp2ppp/2n2n2/3Pp3/8/1QP2N2/PP1P1PPP/RNB1KB1R b KQkq - 0 5,c6d4,-1
r1bqkb1r/ppp2ppp/5n2/3Pp3/3N4/1QP5/PP1P1PPP/RNB1KB1R b KQkq - 0 6,e5d4,1
r1bqkb1r/ppp2ppp/5n2/3P4/Q2p4/2P5/PP1P1PPP/RNB1KB1R b KQkq - 1 7,b7b5,-1
r1bqkb1r/p1p2ppp/5n2/1p1P4/3Q4/2P5/PP1P1PPP/RNB1KB1R b KQkq - 0 8,c8b7,1
r2qkb1r/pbp2ppp/5n2/1B1P4/3Q4/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 9,d8d7,-1
r3kb1r/pbpB1ppp/5n2/3P4/3Q4/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 10,e8d8,-1
r2k1b1r/pbp2ppp/2B2n2/3P4/3Q4/2P5/PP1P1PPP/RNB1K2R b KQ - 2 11,b7c6,1
r2k1b1r/p1p2ppp/2P2n2/8/3Q4/2P5/PP1P1PPP/RNB1K2R b KQ - 0 12,f6d5,-1
r2k1b1r/p1p2ppp/2P5/3Q4/8/2P5/PP1P1PPP/RNB1K2R b KQ - 0 13,d8e7,-1
r4b1r/p1pQkppp/2P5/8/8/2P5/PP1P1PPP/RNB1K2R b KQ - 2 14,e7f6,1
r4b1r/p1Q2ppp/2P2k2/8/8/2P5/PP1P1PPP/RNB1K2R b KQ - 0 15,g7g6,1
r4b1r/p1Q2p1p/2P2kp1/8/3P4/2P5/PP3PPP/RNB1K2R b KQ - 0 16,f6f5,-1
r4b1r/p4p1p/2P3p1/5k2/3P1Q2/2P5/PP3PPP/RNB1K2R b KQ - 2 17,f5e6,1
rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1,e7e5,-1
rnbqkbnr/pppp1ppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR b KQkq - 0 2,b8c6,1
r1bqkbnr/pppp1ppp/2n5/4P3/3P4/8/PPP1P1PP/RNBQKBNR b KQkq - 0 3,g8f6,-1
r1bqkb1r/pppp1ppp/2n2P2/8/3P4/8/PPP1P1PP/RNBQKBNR b KQkq - 0 4,d8f6,1
r1b1kb1r/pppp1ppp/2n2q2/8/3P4/2P5/PP2P1PP/RNBQKBNR b KQkq - 0 5,c6d4,-1
r1b1kb1r/pppp1ppp/5q2/8/3P4/8/PP2P1PP/RNBQKBNR b KQkq - 0 6,f6e5,-1
r1b1kb1r/pppp1ppp/8/4P3/8/8/PP2P1PP/RNBQKBNR b KQkq - 0 7,f8b4,1
r1b1k2r/pppp1ppp/8/4P3/1b6/8/PP1BP1PP/RN1QKBNR b KQkq - 2 8,b4d2,1
r1b1k2r/pppp1ppp/8/4P3/8/8/PP1QP1PP/RN2KBNR b KQkq - 0 9,e8g8,1
r1b2rk1/pppp1ppp/8/4P3/8/4P3/PP1Q2PP/RN2KBNR b KQ - 0 10,g7g6,1
r1b2rk1/pppp1p1p/6p1/4P3/2B5/4P3/PP1Q2PP/RN2K1NR b KQ - 1 11,f8e8,-1
r1b1r1k1/pppp1p1p/6p1/3QP3/2B5/4P3/PP4PP/RN2K1NR b KQ - 3 12,c7c6,-1
r1b1r1k1/pp1p1Q1p/2p3p1/4P3/2B5/4P3/PP4PP/RN2K1NR b KQ - 0 13,g8h8,1
r1b1Q2k/pp1p3p/2p3p1/4P3/2B5/4P3/PP4PP/RN2K1NR b KQ - 0 14,h8g7,1
r1b1Q3/pp1p2kp/2p1P1p1/8/2B5/4P3/PP4PP/RN2K1NR b KQ - 0 15,d7e6,1
r1b5/pp2Q1kp/2p1p1p1/8/2B5/4P3/PP4PP/RN2K1NR b KQ - 1 16,g7h6,1
r1b2Q2/pp5p/2p1p1pk/8/2B5/4P3/PP4PP/RN2K1NR b KQ - 3 17,h6h5,1
r1b5/pp5p/2p1p1p1/7k/2B5/4PQ2/PP4PP/RN2K1NR b KQ - 5 18,h5h4,-1
r1b5/pp5p/2p1p1p1/8/2B4k/4P1Q1/PP4PP/RN2K1NR b KQ - 7 19,h4h5,1
r1b5/pp5p/2p1p1p1/7k/8/4P1Q1/PP2B1PP/RN2K1NR b KQ - 9 20,h5h6,1
r1b5/pp5p/2p1p1pk/8/7Q/4P3/PP2B1PP/RN2K1NR b KQ - 11 21,h6g7,1
r1b5/pp2Q1kp/2p1p1p1/8/8/4P3/PP2B1PP/RN2K1NR b KQ - 13 22,g7g8,1
r1b3k1/pp2Q2p/2p1p1p1/8/2B5/4P3/PP4PP/RN2K1NR b KQ - 15 23,c8d7,1
r5k1/pp1bQ2p/2p1B1p1/8/8/4P3/PP4PP/RN2K1NR b KQ - 0 24,d7e6,1
r5k1/pp5p/2p1Q1p1/8/8/4P3/PP4PP/RN2K1NR b KQ - 0 25,g8g7,1
r7/pp4kp/2p1Q1p1/8/8/4PN2/PP4PP/RN2K2R b KQ - 2 26,a8e8,-1
4Q3/pp4kp/2p3p1/8/8/4PN2/PP4PP/RN2K2R b KQ - 0 27,g7f6,1
8/pp5p/2p2kp1/4Q3/8/4PN2/PP4PP/RN2K2R b KQ - 2 28,f6f7,1
8/pp3k1p/2p3p1/4Q1N1/8/4P3/PP4PP/RN2K2R b KQ - 4 29,f7f8,1
5k1Q/pp5p/2p3p1/6N1/8/4P3/PP4PP/RN2K2R b KQ - 6 30,f8e7,1
8/pp2k2Q/2p3p1/6N1/8/4P3/PP4PP/RN2K2R b KQ - 0 31,e7f6,1
8/pp5Q/2p2kp1/8/4N3/4P3/PP4PP/RN2K2R b KQ - 2 32,f6e5,1
8/pp2Q3/2p3p1/4k3/4N3/4P3/PP4PP/RN2K2R b KQ - 4 33,e5d5,1
8/pp2Q3/2p3p1/3k4/8/2N1P3/PP4PP/RN2K2R b KQ - 6 34,d5c4,1
8/pp6/2p3p1/8/2k1Q3/2N1P3/PP4PP/RN2K2R b KQ - 8 35,c4c5,1